created_at;id_str;text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Mar 27 09:31:27 +0000 2023;1,64E+18;@tanyakanrl @byu_id @Telkomsel pls bisa yu bisa;0;0;0;0;in;1,63E+18;1,64E+18;nickigokminaj;https://twitter.com/nickigokminaj/status/1640285393433288704
Mon Mar 27 09:27:11 +0000 2023;1,64E+18;@hans_yori @Telkomsel @byu_id gw aman aja sih make byu, gimana lokasi kali ya.. klo tsel udh gabagus di lokasi nya pasti ngaruh ke byu soalnya 1 jaringan, kalo dari awal bagus dan tbtb lag pake APN byu aja udh lancar lg si klo di gw;0;0;0;0;in;1,62E+18;1,64E+18;Farahsyasyaysa;https://twitter.com/Farahsyasyaysa/status/1640284318869393410
Mon Mar 27 09:01:17 +0000 2023;1,64E+18;@sassybianca_ @Telkomsel @byu_id Well, Noted!!  Thanks a lot for the tips kack!!!;0;0;0;0;en;1,23E+18;1,64E+18;Liebe_Ab;https://twitter.com/Liebe_Ab/status/1640277800295989249
Mon Mar 27 08:24:37 +0000 2023;1,64E+18;@Heyisme19 @Telkomsel @byu_id sambil pindah2 mode jaringan aja bang klo ujan ga stabil, pindah ke 2g trs 4g lg, ulang2. biasanya langsung stabil sih kesananya;0;2;0;0;in;1,61E+18;1,64E+18;angvllaaa;https://twitter.com/angvllaaa/status/1640268574597214208
Mon Mar 27 08:01:13 +0000 2023;1,64E+18;@konstantine1616 @WiseCrypto_ @AlgalonAI @alexey1616 @polina161661 @muhammadk4m @smartfrencare @byu_id @Telkomsel Yu ceritain keluhan kamu via DM, mohon informasikan juga ya nomor ticket kamu guna mempercepat penangangan... Terima Kasih;0;1;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1640262686062809088
Mon Mar 27 07:56:18 +0000 2023;1,64E+18;@konstantine1616 @WiseCrypto_ @AlgalonAI @alexey1616 @polina161661 @muhammadk4m @smartfrencare @byu_id @Telkomsel Live Chat siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.;0;1;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1640261449091264514
Mon Mar 27 07:49:33 +0000 2023;1,64E+18;@alexey1616 @WiseCrypto_ @AlgalonAI @polina161661 @konstantine1616 @muhammadk4m @Telkomsel @byu_id @smartfrenworld Live Chat siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.;0;0;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1640259749135671296
Mon Mar 27 04:58:29 +0000 2023;1,64E+18;@konstantine1616 @META_STARx @OMTFinance @alexey1616 @polina161661 @muhammadk4m @smartfrencare @byu_id @Telkomsel Yu ceritain keluhan kamu via DM, mohon informasikan juga ya nomor ticket kamu guna mempercepat penangangan... Terima Kasih;0;1;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1640216698019250176
Mon Mar 27 04:50:18 +0000 2023;1,64E+18;@konstantine1616 @META_STARx @OMTFinance @alexey1616 @polina161661 @muhammadk4m @smartfrencare @byu_id @Telkomsel Live Chat siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.;0;1;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1640214640914489344
Mon Mar 27 04:45:49 +0000 2023;1,64E+18;@alexey1616 @META_STARx @OMTFinance @polina161661 @konstantine1616 @muhammadk4m @Telkomsel @byu_id @smartfrenworld Yu ceritain keluhan kamu via DM, mohon informasikan juga ya nomor ticket kamu guna mempercepat penangangan... Terima Kasih;0;1;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1640213512512507905
Mon Mar 27 04:39:20 +0000 2023;1,64E+18;@alexey1616 @META_STARx @OMTFinance @polina161661 @konstantine1616 @muhammadk4m @Telkomsel @byu_id @smartfrenworld Live Chat siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.;0;1;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1640211879871250434
Mon Mar 27 03:49:56 +0000 2023;1,64E+18;@iqlimatan @Telkomsel msh bertahan pke byu 2 taun lebih krna ga ada masa aktif, ga diribetin beli pulsa atau kuota kejar2an masa aktif 😌;0;1;0;0;in;1,62E+18;1,64E+18;clalaree01;https://twitter.com/clalaree01/status/1640199449329942528
Mon Mar 27 03:10:12 +0000 2023;1,64E+18;@Haihuda @SmgMenfess2 @byu_id udah 2 taunan lebih pake juga msh aman nihh, ga ribet harus isi pulsa atau kuota buat perpanjang, asal simcardnya nempel di hp sama dpt sinyal telkomsel aja;0;1;0;0;in;1,62E+18;1,64E+18;clalaree01;https://twitter.com/clalaree01/status/1640189448574099458
Sun Mar 26 14:07:30 +0000 2023;1,64E+18;@tanyakanrl @byu_id @Telkomsel ga ada keluhan apa-apa soal Sinyal, cuman kuota sama murahin dikit ngapa min 🛐;0;1;0;1;in;1,33E+18;1,64E+18;envywholoveyou;https://twitter.com/envywholoveyou/status/1639992477838098432
Sun Mar 26 13:40:16 +0000 2023;1,64E+18;@konstantine1616 @Web_3space @ArbGPT @arbitrum @alexey1616 @polina161661 @muhammadk4m @smartfrencare @byu_id @Telkomsel Yu ceritain keluhan kamu via DM, mohon informasikan juga ya nomor ticket kamu guna mempercepat penangangan... Terima Kasih;0;1;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1639985620557905921
Sun Mar 26 13:35:32 +0000 2023;1,64E+18;@alexey1616 @Web_3space @ArbGPT @arbitrum @polina161661 @konstantine1616 @muhammadk4m @Telkomsel @byu_id @smartfrenworld Yu ceritain keluhan kamu via DM, mohon informasikan juga ya nomor ticket kamu guna mempercepat penangangan... Terima Kasih;0;1;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1639984431321714690
Sun Mar 26 13:34:23 +0000 2023;1,64E+18;@konstantine1616 @Web_3space @ArbGPT @arbitrum @alexey1616 @polina161661 @muhammadk4m @smartfrencare @byu_id @Telkomsel Live Chat siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.;0;1;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1639984140069261314
Sun Mar 26 13:31:05 +0000 2023;1,64E+18;@alexey1616 @Web_3space @ArbGPT @arbitrum @polina161661 @konstantine1616 @muhammadk4m @Telkomsel @byu_id @smartfrenworld Live Chat siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.;0;2;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1639983312411459584
Sun Mar 26 12:36:13 +0000 2023;1,64E+18;@konstantine1616 @MRXCallsCrypto @alexey1616 @polina161661 @muhammadk4m @smartfrencare @byu_id @Telkomsel Yu ceritain keluhan kamu via DM, mohon informasikan juga ya nomor ticket kamu guna mempercepat penangangan... Terima Kasih;0;1;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1639969504800407553
Sun Mar 26 12:33:00 +0000 2023;1,64E+18;@konstantine1616 @CryptoNationDAO @cybergirlseth @alexey1616 @polina161661 @muhammadk4m @smartfrencare @byu_id @Telkomsel Yu ceritain keluhan kamu via DM, mohon informasikan juga ya nomor ticket kamu guna mempercepat penangangan... Terima Kasih;0;1;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1639968694917898240
Sun Mar 26 12:31:12 +0000 2023;1,64E+18;@konstantine1616 @MRXCallsCrypto @alexey1616 @polina161661 @muhammadk4m @smartfrencare @byu_id @Telkomsel Live Chat siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.;0;1;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1639968240482013185
Sun Mar 26 12:30:40 +0000 2023;1,64E+18;@konstantine1616 @cybergirlseth @alexey1616 @polina161661 @muhammadk4m @smartfrencare @byu_id @Telkomsel Live Chat siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.;0;0;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1639968106004250625
Sun Mar 26 12:28:51 +0000 2023;1,64E+18;@konstantine1616 @CryptoNationDAO @cybergirlseth @alexey1616 @polina161661 @muhammadk4m @smartfrencare @byu_id @Telkomsel Live Chat siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.;0;1;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1639967649898831872
Sun Mar 26 08:59:47 +0000 2023;1,64E+18;@Hariyad98367382 @synaptic_Ais @Telkomsel @byu_id Live Chat siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.;0;0;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1639915034884341761
Sun Mar 26 08:58:41 +0000 2023;1,64E+18;@synaptic_Ais @danawallet  @Telkomsel @byu_id;0;1;0;0;qam;1,64E+18;1,64E+18;Hariyad98367382;https://twitter.com/Hariyad98367382/status/1639914759259824128
Sun Mar 26 03:49:20 +0000 2023;1,64E+18;Ini simpati sama byu knapa deh? Dr semalem no network mulu… @byu_id @Telkomsel;0;1;0;0;in;190104654;1,64E+18;susmanitaayudia;https://twitter.com/susmanitaayudia/status/1639836909366317058
Sat Mar 25 10:23:40 +0000 2023;1,64E+18;@ab_az177 Untuk kendala By.U, kamu bisa senggol DM langsung rekan kami yah @byu_id. Sehat selalu :) -Rasya;0;0;0;0;in;255409050;1,64E+18;Telkomsel;https://twitter.com/Telkomsel/status/1639573759794511873
Sat Mar 25 10:14:46 +0000 2023;1,64E+18;@Heyisme19 Kak Heyisme lanjut curhatin ke DM nomor HP, tanggal kejadian, sama lokasi (kelurahan, kecamatan dan kota) yuk. Rasya bantu cari solusi biar sinyal stabil lagi. Kalo untuk kendala nomor By.U, senggol rekan kami di DM @byu_id yah. Sehat selalu :) -Rasya;0;0;0;0;in;255409050;1,64E+18;Telkomsel;https://twitter.com/Telkomsel/status/1639571516798152704
Sat Mar 25 10:09:43 +0000 2023;1,64E+18;@Telkomsel @byu_id sinyal anda sekarang kalau ujan kenapa bapuk :(((;0;2;0;0;in;1,23E+18;1,64E+18;Liebe_Ab;https://twitter.com/Liebe_Ab/status/1639570246859366408
Sat Mar 25 09:38:51 +0000 2023;1,64E+18;@byu_id @Telkomsel ini sinyal lu knpa sik. Buka my telkomsel sama app by.u aja gk bisa.  Tolong lah 😪;0;2;0;0;in;292720150;1,64E+18;bayanganhalu;https://twitter.com/bayanganhalu/status/1639562480103063552
Sat Mar 25 07:29:05 +0000 2023;1,64E+18;@Telkomsel @byu_id  Sinyal kalian sama, sama sama kaga bisa di harapkan. Kalau kaya gini pindah aja ke yg lain. Mahal, sinyal bikin emosi. Skip sama providers 2 itu.;0;2;0;0;in;1,21E+18;1,64E+18;hans_yori;https://twitter.com/hans_yori/status/1639529822048362496
Sat Mar 25 04:19:10 +0000 2023;1,64E+18;@Bion1xxx_ @AirdropBrother_ @ArtzGpt @Telkomsel @byu_id Live Chat siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.;0;0;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1639482028679921664
Sat Mar 25 04:18:19 +0000 2023;1,64E+18;@Bion1xxx_ @ArtzGpt @AirdropBrother_ @Telkomsel @byu_id Live Chat siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.;0;0;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1639481816263565312
Sat Mar 25 02:31:51 +0000 2023;1,64E+18;@redcalvv @ArbitrumOficial @Telkomsel @byu_id Live Chat siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.;0;0;0;0;in;9,66E+17;1,64E+18;danawallet;https://twitter.com/danawallet/status/1639455023372578817
Sat Mar 25 02:08:24 +0000 2023;1,64E+18;@potatota ByU, jaringan telkomsel harga kabupaten 👍;0;1;0;1;in;71691373;1,64E+18;popiforestian;https://twitter.com/popiforestian/status/1639449118849503236
Fri Mar 24 19:39:33 +0000 2023;1,64E+18;@Telkomsel @byu_id;0;0;0;1;qam;1,58E+18;1,64E+18;AnggaDw15811664;https://twitter.com/AnggaDw15811664/status/1639351262713118721
Fri Mar 24 09:54:42 +0000 2023;1,64E+18;Telkomsel maksudnya apa sih jelek banget masa aktif doang harus beli diluar isi pulsa dan kuota? Udah mahal, sinyal jelek skrg gini pulak. Mendingan byU ga ada masa aktif topping kuota seenaknya @Telkomsel;0;2;0;0;in;1263419504;1,64E+18;bismillahcamin;https://twitter.com/bismillahcamin/status/1639204079342874624
Fri Mar 24 06:56:33 +0000 2023;1,64E+18;fak telkomsel fak byu;0;0;0;0;tr;1,05E+18;1,64E+18;mistercatv;https://twitter.com/mistercatv/status/1639159246951714817
Fri Mar 24 04:07:05 +0000 2023;1,64E+18;@Farahsyasyaysa @PartaiSocmed @Telkomsel @byu_id Terima kasih kak tips dan trik nya;0;0;0;0;in;1,43E+18;1,64E+18;JalianFebriandy;https://twitter.com/JalianFebriandy/status/1639116600178794496
Fri Mar 24 02:32:21 +0000 2023;1,64E+18;menarik nih provider lain udh bisa esim, gamau ikutan bikin jg? @Telkomsel @byu_id;0;0;0;0;in;98326261;1,64E+18;gwincii;https://twitter.com/gwincii/status/1639092760639852544
Fri Mar 24 02:23:21 +0000 2023;1,64E+18;"@sabundettol @byu_id apn nya udah diganti pke byu""? coba dipengaturannya pilih oprator lain dlu trs baru pilih oprator yg kerjasama sm telkomsel disana atau dm cs @byu_id aja, biasanya klo roaming kendala dibantuin ko""";0;1;0;0;in;2292265662;1,64E+18;chiccadump;https://twitter.com/chiccadump/status/1639090495279497216
Thu Mar 23 09:09:50 +0000 2023;1,64E+18;@makemac Halo min @Telkomsel dan @byu_id kapan buat kartu e-sim. Masih ada rencanakah;0;1;0;0;in;1,28E+18;1,64E+18;MShihabIlyasa;https://twitter.com/MShihabIlyasa/status/1638830402239614982
Thu Mar 23 06:06:55 +0000 2023;1,64E+18;@InnocentShinra @aninnocentgurl_ haha mjb, emng rekomen byu, harga murah jaringan pke telkomsel. ttep dimana mana dpt sinyal lancarrr;0;0;0;0;in;1,62E+18;1,64E+18;clalaree01;https://twitter.com/clalaree01/status/1638784370168463361
Thu Mar 23 03:32:54 +0000 2023;1,64E+18;@jojorasig @byu_id @TelkomCare @Telkomsel hmmm make sense;0;0;0;0;en;96078631;1,64E+18;aarestu_;https://twitter.com/aarestu_/status/1638745611200790529
Thu Mar 23 03:29:03 +0000 2023;1,64E+18;@aarestu_ @byu_id @TelkomCare @Telkomsel Bisa jadi bro karena kalo CS kayanya paham yg komplen general2 aja, paling di persimple.. nnt setelah dibuatin laporan baru sepertinya bagian IT yg eksekusi;0;1;0;0;in;1,61E+18;1,64E+18;jojorasig;https://twitter.com/jojorasig/status/1638744642027134976
Thu Mar 23 03:25:59 +0000 2023;1,64E+18;@jojorasig @byu_id @TelkomCare iya sudah, tp sepertinya team CS @Telkomsel / @byu_id masih salah paham masalah saya. laporan nya sempat di close padahal issue nya blm solve. Apa sy nyampaiin terlalu teknikal ya? ga ngerti jg. klo orang IT pasti ngerti sih. udah coba kontak lg, ga tau nih mudah2an bisa solve.;0;2;0;0;in;96078631;1,64E+18;aarestu_;https://twitter.com/aarestu_/status/1638743870040346625
Thu Mar 23 01:51:18 +0000 2023;1,64E+18;@JalianFebriandy @PartaiSocmed @Telkomsel @byu_id aku minggu lalu sempet gini krna katanya emg lg down sinyal, harusnya si minggu ini lancar ya.. coba pindahin jaringan ke 2G only dulu bentar nnt pindahin lg ke 4G otomatis kak di aku works sih;0;1;0;1;in;1,62E+18;1,64E+18;Farahsyasyaysa;https://twitter.com/Farahsyasyaysa/status/1638720042392223744
Wed Mar 22 20:38:22 +0000 2023;1,64E+18;Provider gadak yang mau bangunin gue sahur apa ? @Telkomsel @smartfrencare @IndosatCare @3CareIndonesia @myXL @ask_AXIS @Kartu_As @byu_id;0;3;0;0;in;835343468;1,64E+18;rizadomen;https://twitter.com/rizadomen/status/1638641290811432960
Wed Mar 22 17:57:05 +0000 2023;1,64E+18;@convomf @Telkomsel @byu_id gada ide buat kayak gini kan min?😶;0;0;0;0;in;1,07E+18;1,64E+18;arffud_;https://twitter.com/arffud_/status/1638600699637559296
Wed Mar 22 11:23:05 +0000 2023;1,64E+18;@convomf Halo halo kapan? @Telkomsel @byu_id;0;0;0;0;tl;1,25E+18;1,64E+18;jkookphoria97;https://twitter.com/jkookphoria97/status/1638501549247983622
Wed Mar 22 11:22:25 +0000 2023;1,64E+18;@convomf @byu_id @Telkomsel @AXISgsm GA ADA NIATAN KAN BANG;0;0;0;0;in;1,24E+18;1,64E+18;gyuuluvy;https://twitter.com/gyuuluvy/status/1638501378757894144
Wed Mar 22 07:55:23 +0000 2023;1,64E+18;@Telkomsel Waduh parah lu masa aktif musti dibeli  klean gitu juga ga @indosat @XLAxiata_Tbk @byu_id @axis ?;0;2;0;0;in;722426622;1,64E+18;_padukaraja;https://twitter.com/_padukaraja/status/1638449278590025728
Tue Mar 21 13:46:14 +0000 2023;1,64E+18;@worksfess Mending telkomsel byu. 1 hari 10rb 10gb bebas area. aku sering make ini pas darurat sih.;0;0;0;0;in;1,60E+18;1,64E+18;Chamber_02;https://twitter.com/Chamber_02/status/1638175184481050628
Tue Mar 21 09:32:26 +0000 2023;1,64E+18;@LittleBigOtto @Telkomsel yg bisa migrasi ke byu yg dpt sms penawaran aja setau aku, yg ga dpt ga bisa..;0;1;0;0;in;2292265662;1,64E+18;chiccadump;https://twitter.com/chiccadump/status/1638111313313554433
Tue Mar 21 06:51:47 +0000 2023;1,64E+18;@PartaiSocmed Min, ini 2 2 nya jaringan internet kok gini amat ya. Harga elit internetan sulit. @Telkomsel @byu_id https://t.co/hcQku01wL0;0;1;0;0;in;1,43E+18;1,64E+18;JalianFebriandy;https://twitter.com/JalianFebriandy/status/1638070886984220673
Tue Mar 21 06:50:48 +0000 2023;1,64E+18;@aarestu_ @byu_id @TelkomCare Tenang, Kak Restu. Buat kendala  by.u Kakak bisa hubungi Direct Message Instagram: @byu.id , Direct Message Twitter: @byu_id dan rekan IndiHome  https://t.co/JP9tMy22hk, call center 147 😊 -Sabil;0;1;0;0;in;255409050;1,64E+18;Telkomsel;https://twitter.com/Telkomsel/status/1638070638673027072
Tue Mar 21 06:43:10 +0000 2023;1,64E+18;@byu_id @TelkomCare maaf salah mention harusnya @Telkomsel bukan telkomcare.. atau sama aja ya hehe;0;1;0;0;in;96078631;1,64E+18;aarestu_;https://twitter.com/aarestu_/status/1638068715978903552
Tue Mar 21 06:30:09 +0000 2023;1,64E+18;@Askrlfess kl masi mau pake telkomsel, pakenya @byu_id  aja. samasama dr telkomsel, tp gada masa aktifnya sampe kapan alias unlimited. kl nnt udh ga aktif/tbtb ilang bisa minta aktifin lagi;0;0;0;0;in;1,08E+18;1,64E+18;notasur;https://twitter.com/notasur/status/1638065440919552001
Mon Mar 20 12:18:58 +0000 2023;1,64E+18;@junoarsyad @byu_id Unreg no Telkomsel boleh kan ya ? Soalnya nomer byu yg lama hilang. Ini kemarin sudah unreg salah satu nomer Telkomsel kok tetap belum bisa ya. Tahu nggak caranya ? Terimakasih atensinya mas Juno;0;0;0;0;in;1,56E+18;1,64E+18;DedySoeprijadi4;https://twitter.com/DedySoeprijadi4/status/1637790835629789187
Mon Mar 20 09:44:36 +0000 2023;1,64E+18;@sekadarberujar @tanyakanrl @Telkomsel @byu_id @myXL nanti promonya udah ga ada, balik lg wkwk. dulu juga aku gitu.. balik lg ke byu masih aktif, krna ga ada masa aktif nomornya walaupun ga diisi pulsa, skrng menurut gw malah murah worth it sih, kuotanya full 24 jam ga dibagi;0;0;0;0;in;1,62E+18;1,64E+18;baimbaimann;https://twitter.com/baimbaimann/status/1637751988044853248
Mon Mar 20 09:18:07 +0000 2023;1,64E+18;@DedySoeprijadi4 @byu_id aktivasi nomornya gabisa kendalanya knp bang? dlu aku pernah nomornya maksimum udah kedaftar di 3 nomor telkomsel, unreg dlu nmor tsel yg udah ga kepake. dicoba bisa lg regis. pdhal klo ilang bisa gnti simcard ke nomor yg sama, udah coba konfirm csnya juga bang?;0;3;0;0;in;1,61E+18;1,64E+18;junoarsyad;https://twitter.com/junoarsyad/status/1637745323576803330
Mon Mar 20 08:46:29 +0000 2023;1,64E+18;@oodiya_ gambarnya😖wkwkwk.. tp byu okelah, ada harga ada kualitas krna jaringannya lumayan stabil sama kaya telkomsel klo dibawa kmn2, sm kuotanya full 24 jam semua ga ada yg dibagii;0;1;0;0;in;1,61E+18;1,64E+18;anotherrere_;https://twitter.com/anotherrere_/status/1637737362980765697
Mon Mar 20 08:41:34 +0000 2023;1,64E+18;@lynchnovrsty @byu_id @Telkomsel kemarin2 by u tsel kayaknya lg gangguan jaringannya deh kak soalnya ngalamin bgt tiba2 h+ aja.. coba pake APN byu terus airplane mode bentar di aku lumayan membantu;0;1;0;0;in;1,62E+18;1,64E+18;Farahsyasyaysa;https://twitter.com/Farahsyasyaysa/status/1637736123798781952
Mon Mar 20 05:20:40 +0000 2023;1,64E+18;"@Poppiholla sama aja kakk, byu emng 1 jaringan sama telkomsel. apn nya ganti dlu pke byu"" biar lancarr trs airplane mode aja, on in lg""";0;0;0;0;in;1,61E+18;1,64E+18;angvllaaa;https://twitter.com/angvllaaa/status/1637685567566802944
Mon Mar 20 05:10:42 +0000 2023;1,64E+18;@wasyour911 biasanya byu ngikutin jaringan telkomsel deh, coba sambil refresh aja jaringannya. pindah ganti mode jaringan ke 2g dlu trs balik lg ke 4g, saama airplane mode;0;0;0;0;in;1,62E+18;1,64E+18;MoreoOd;https://twitter.com/MoreoOd/status/1637683060480294913
Mon Mar 20 03:46:27 +0000 2023;1,64E+18;@ash_yooh Hai, Kak Ash. Perihal informasi seputar produk dan aplikasi by.U, kakak bisa menghubungi Website: https://t.co/UVGgJRwob5, DM IG @byu.id, DM TW @byu_id, DM FB byu Indonesia, dan Live Chat di dalam aplikasi by.U yang terinstall di HP Kakak. Tks :) -Sakia;0;0;0;0;in;255409050;1,64E+18;Telkomsel;https://twitter.com/Telkomsel/status/1637661858105786368
Mon Mar 20 03:42:51 +0000 2023;1,64E+18;@Telkomsel Pengajuan unreg kartu byu bisa?;0;1;0;0;in;1,43E+18;1,64E+18;ash_yooh;https://twitter.com/ash_yooh/status/1637660949057531905
Mon Mar 20 02:30:14 +0000 2023;1,64E+18;Convert pulsa vincell :  Update RATE 20 Maret: - TELKOMSEL = 0.85 - THREE           = 0.88 - INDOSAT       = 0.88 - BYU                = 0.85 - XL / AXIS      = 0.75 - SMARTFREN = 0.85  CP : @juaLanvinceLL WA : 085269851202 #zonauang #zonaBU;0;1;0;0;en;1,35E+18;1,64E+18;juaLanvinceLL;https://twitter.com/juaLanvinceLL/status/1637642676312104966
Sun Mar 19 23:04:59 +0000 2023;1,64E+18;@tanyakanrl Apapun itu aku tetap @byu_id dan @Telkomsel 🥰;0;0;0;0;in;8,42E+17;1,64E+18;rain_is_fallin;https://twitter.com/rain_is_fallin/status/1637591024825671680
